srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,servicecntrid,diff1,diff2,diff3,predicted
2858676,13,3,560011,233,233,0,1,0,560037,4467,-3,0,-229,13.4732108
2993836,10,17,800001,233,233,1,2,0,842001,4370,-1,-1,-128,13.29482315
2880697,15,3,560011,233,245,1,1,0,560037,4469,-2,-192,-231,13.58554953
2884060,13,7,500004,233,0,0,1,0,500072,4403,-3,-296,-61,15.75019678
2897458,15,3,560011,233,233,1,2,0,583104,4461,-7,-13,-33,14.4581222
3071520,13,21,110015,233,233,0,1,0,110085,4580,-5,-2,-328,10.49386087
3063673,10,27,110034,233,233,1,1,0,122001,4388,-7,-1,-255,11.0767934
2835406,10,2,110018,233,233,1,1,0,110078,4388,-2,-562,-33,13.9560321
2820666,13,21,110015,233,233,0,1,0,121003,4580,-8,187,-177,13.04872397
2824518,13,17,800001,233,233,0,3,0,821305,4538,-6,-3,-173,15.90635643
2835880,10,7,500004,233,233,1,3,0,501101,4474,-7,-336,-23,15.72516051
2844210,13,22,400104,233,233,0,1,0,380058,4581,-7,-2,-197,13.05564414
2883704,13,4,600024,233,233,0,2,0,625002,4490,-3,-6,-344,14.37185809
2872428,5,1,400059,233,233,0,1,0,400078,4015,-6,-6,-277,14.17913477
2865124,10,12,302006,201,233,1,0,0,326001,4407,-10,-142,-25,12.86216066
2900531,1,9,411016,233,233,0,1,0,411035,4027,-1,0,-282,13.14614434
2912950,13,3,560011,308,233,0,1,0,560048,4467,-1,-158,-28,12.41152222
2941724,13,8,700064,233,233,0,1,0,700102,4508,-4,-64,-27,12.50881912
2895816,4,9,411016,233,233,0,1,0,411045,4030,-11,-55,-24,13.85903043
2969757,13,22,400104,233,233,0,3,0,394185,4581,-2,-2,-88,13.36848556
2977332,10,6,160059,233,233,1,3,0,142001,4437,-3,-2,-84,13.26037753
2981638,13,17,800001,233,233,0,3,0,826001,4410,-4,-4,-216,14.65211493
2982787,10,7,500004,233,233,1,1,0,500056,4474,-11,-180,-83,12.2167798
3009625,4,1,400059,233,233,1,2,0,452016,4011,-1,-53,-215,13.7047087
3039932,13,21,110015,233,233,0,2,0,140401,4580,-6,-17,-390,12.1222853
3051149,15,5,380009,233,233,1,1,0,380052,4546,-4,-71,-345,11.38363097
3014850,1,24,110092,233,233,1,1,0,110029,4150,-3,-160,-42,11.30542221
2990497,10,25,560037,233,245,0,1,0,560102,4460,-3,0,-248,11.60592515
2987641,10,23,400001,233,245,0,3,0,362266,4398,-6,-430,-51,13.97987398
2967063,19,1,400059,233,233,1,1,0,122002,4011,-7,-15,-72,12.58541651
3005014,13,21,110015,233,233,0,2,0,247667,4580,-2,-2,-219,12.95670422
3001049,10,2,110018,233,233,1,2,0,248007,4388,-4,-7,-85,13.40486043
2862495,13,8,700064,233,233,0,1,0,700009,4508,-12,-1,-102,13.69859781
2961996,15,2,110018,233,233,1,1,0,121001,4091,-3,-3,-85,13.58178613
2837146,15,3,560011,233,233,0,2,0,570027,4461,-5,-1,-486,15.26416111
2858820,15,9,411016,233,233,0,1,0,411062,4548,-3,-42,-201,13.29985949
2872598,10,8,700064,233,233,1,2,0,711204,4499,-11,-37,-210,14.40235125
2960434,10,25,560037,233,245,0,1,0,560095,4460,-8,-13,-302,12.22156014
3006839,12,1,400059,233,233,0,3,0,364003,4018,-4,5,-156,14.91032364
2945455,13,8,700064,233,233,0,1,0,700025,4508,-2,-2,-209,12.42444583
2901000,15,1,400059,233,233,0,1,0,400606,4010,-8,0,-97,14.95471408
2866075,13,22,400104,233,233,0,2,0,416416,4581,-4,-4,-348,14.0130377
2940217,15,2,110018,308,233,1,1,0,122018,4091,-11,-389,-46,14.27742179
2998020,27,21,110015,233,233,0,2,0,125001,4580,-3,-487,-226,14.48036917
2998020,13,21,110015,233,233,0,2,0,125001,4580,-3,-5,-226,12.18632926
2862759,13,21,110015,233,233,0,1,0,122001,4580,-33,-25,-74,13.96644591
2828629,15,5,380009,233,233,0,2,0,364002,4546,-4,-5,-173,14.41108259
2859832,6,2,110018,233,233,0,1,0,110059,4388,-3,0,-278,12.63432006
2890686,13,21,110015,201,233,0,0,0,272002,4580,-6,-4,-54,12.74698589
2947815,4,7,500004,233,233,1,1,0,500091,4540,-6,-32,-272,11.37432013
2951196,13,22,400104,233,233,0,2,0,389001,4581,-3,-3,-131,12.66790985
2971437,15,1,400059,233,233,0,1,0,400064,4545,-5,-3,-100,12.03601401
2983481,21,2,110018,233,233,0,1,0,302001,5138,-8,-8,-17,11.5885358
3000020,13,22,400104,308,233,0,1,0,400016,4581,-7,-3,-234,11.07071681
3050792,13,26,560066,233,233,0,1,0,560005,5001,-5,-340,-295,9.985338861
3073568,33,1,400059,233,233,0,1,0,400101,4392,-3,-13,-185,13.50796475
2825567,13,22,400104,233,245,0,1,0,380015,4581,-5,361,-612,12.83834688
2871743,13,3,560011,233,245,0,1,0,560076,4467,-10,-2,-64,13.41755333
2869219,13,11,641012,201,201,0,0,0,670693,4495,-8,-14,-125,13.2292825
2858347,13,22,400104,233,233,0,1,0,400034,4581,-4,-1,-54,12.80054822
2886287,10,10,226010,233,233,1,1,0,226012,4444,-3,-2,-262,12.65850819
2855602,12,5,380009,233,233,0,2,0,391760,4034,-5,0,-50,15.85689278
2919899,1,10,226010,201,233,0,0,0,209721,4425,-7,-10,-47,10.51465443
2887701,13,17,800001,233,233,0,1,0,800013,4538,-4,-2,-349,13.21367261
2941278,13,7,500004,233,233,0,1,0,500007,4403,-4,-3,-90,12.69966632
2879039,13,22,400104,233,233,0,1,0,401101,4581,-10,0,-506,13.20131312
3023063,13,22,400104,233,233,0,2,0,410206,4581,-5,-2,-327,12.27943304
2865053,15,1,400059,233,233,1,1,0,400098,4545,-21,-389,-41,14.45269852
2879065,15,1,400059,233,233,0,1,0,400060,4545,-21,-695,-83,14.79348934
3021999,10,27,110034,0,233,0,1,0,110024,4388,-3,-1,-127,12.59745316
3021999,10,27,110034,308,233,0,1,0,110024,4388,-3,-1,-127,10.70599996
3068044,15,5,380009,233,245,0,2,0,395002,4546,-5,0,-129,11.92311512
2900293,15,2,110018,233,233,0,1,0,201308,4091,-4,0,-101,14.90167139
3020706,15,2,110018,233,233,1,1,0,122001,4550,-12,-157,-232,11.96965415
3067209,10,27,110034,233,233,1,1,0,121004,4388,-3,-278,-45,11.10326945
2883896,13,21,110015,233,233,0,1,0,302013,4580,-5,-4,-94,13.7759165
2864709,13,22,400104,233,233,0,2,0,462022,4581,-3,-4,-673,14.56879815
2906594,13,7,500004,233,233,0,2,0,533103,4403,-2,-224,-374,14.72686117
2943447,13,3,560011,233,233,0,1,0,560100,4467,-2,-2,-158,12.45109658
2945009,10,2,110018,233,233,0,1,0,110034,4388,-2,0,-299,12.12399135
2934106,13,22,400104,233,233,0,3,0,490006,4581,-5,-2,-281,14.74694573
2881017,10,2,110018,233,233,0,1,0,110096,4388,-23,0,-365,13.82445565
2974797,15,2,110018,0,233,0,1,0,110059,4550,-8,0,-334,13.47879501
2988473,10,17,800001,233,233,1,3,0,826001,4370,-8,-98,-279,14.75960808
3016907,15,2,110018,233,233,1,1,0,201301,4091,-2,-129,-44,13.68476816
3037647,10,27,110034,233,233,0,1,0,110014,4388,-4,-1,-335,11.20142477
3055020,13,21,110015,233,233,0,3,0,127201,4580,-5,-112,-312,12.84260107
3058899,4,2,110018,233,233,0,1,0,110031,4148,-10,-17,-108,11.35207973
3070403,15,1,400059,233,233,0,1,0,400078,4545,-3,0,-308,11.02109293
3035154,13,21,110015,233,245,0,1,0,110031,4580,-3,-4,-355,10.71806882
2940552,13,8,700064,233,233,1,1,0,700002,4508,-3,-13,-62,12.42347835
2850973,13,22,400104,233,233,0,1,0,400015,4581,-12,-3,-379,13.49676861
2895955,21,2,110018,233,233,0,2,0,395009,4154,-6,-5,-192,17.92232051
2983999,13,22,400104,201,233,0,4,0,431606,4581,-3,-3,-40,14.63940873
2846306,15,4,600024,233,233,0,1,0,600112,4483,-5,-14,-353,14.01240256
3025264,13,21,110015,233,233,0,2,0,144005,4580,-12,-5,-187,12.40582955
2839892,13,8,700064,233,233,0,1,0,700067,4508,-15,-16,-206,14.18432953
3010965,10,8,700064,233,233,0,1,0,700029,4499,-9,-1,-178,11.69788996
2884719,10,6,160059,233,233,0,2,0,160045,4437,-12,-1,-292,14.02812479
2849093,15,1,400059,233,233,0,1,0,400057,4545,-6,0,-137,13.44102662
2862026,15,2,110018,233,233,0,1,0,110030,4094,-4,-2,-842,15.21184434
2987791,15,8,700064,233,233,0,1,0,700024,4511,-3,-6,-179,12.20344849
3005622,15,2,110018,308,233,1,1,0,122018,4091,-5,-2,-55,12.71823846
3004922,15,8,700064,233,233,0,2,0,734001,4511,-8,0,-233,13.47023331
3064439,13,21,110015,233,233,0,2,0,123501,4580,-7,-28,-256,11.68881628
2854280,5,2,110018,233,233,0,2,0,201206,4093,-6,-181,-215,15.66859965
2885668,13,22,400104,233,0,0,1,0,400607,4581,-2,224,-212,14.25387261
2885668,13,22,400104,233,0,0,1,0,400607,4581,-2,224,-212,14.25387261
2885668,13,22,400104,233,233,0,1,0,400607,4581,-2,224,-212,12.20038296
2820881,13,7,500004,233,233,0,2,0,530024,4403,-24,-11,-662,16.53845399
2890218,9,8,700064,233,233,0,1,0,700039,4499,-2,0,-49,12.48621612
2882414,9,17,800001,233,233,0,3,0,834001,4370,-5,0,-14,15.37955811
2939002,13,21,110015,233,233,0,1,0,110092,4580,-3,-2,-261,11.79853071
2893426,9,12,302006,233,233,0,1,0,302002,4407,-16,-3,-130,13.15975168
2957519,13,21,110015,201,233,0,0,0,244302,4580,-4,-2,-66,11.72938324
2961596,10,8,700064,233,233,0,1,0,700016,4499,-3,0,-314,12.06870529
2969955,13,22,400104,233,233,0,1,0,400004,4581,-3,-6,-684,12.03017483
3003306,10,23,400001,233,233,1,1,0,411039,4398,-2,-4,-231,11.69933175
3008317,10,23,400001,233,233,0,1,0,401208,4398,-9,-12,-148,11.83974936
3013847,10,27,110034,233,233,0,2,0,281001,4388,-13,-5,-39,13.84840429
3091541,13,21,110015,233,233,0,3,0,122022,4580,-3,-2,-146,12.02217827
2881093,10,3,560011,233,245,0,1,0,560061,4460,-2,0,-198,12.74343213
2999739,27,1,400059,201,201,0,0,0,322230,4011,-8,0,-452,14.45070076
2853460,10,7,500004,233,233,0,3,0,531033,4474,-2,-189,-26,15.3114789
2863205,15,12,302006,233,233,1,3,0,335001,4453,-8,-186,-35,15.9588071
2972394,13,21,110015,233,233,0,1,0,110042,4580,-6,-1,-43,11.39964037
2944507,10,6,160059,233,233,1,2,0,160022,4437,-12,-7,-29,13.17858948
2988396,15,6,160059,233,233,0,3,0,143001,4549,-3,-365,-27,13.788989
2867079,1,3,560011,233,233,0,1,0,560037,4467,-5,-201,-175,12.38518841
2867079,13,3,560011,233,233,0,1,0,560037,4467,-5,-22,-175,13.46331197
2880608,13,7,500004,233,233,1,2,0,520003,4403,-6,-3,-122,14.56668678
3064994,1,7,500004,233,233,1,1,0,500016,4479,-2,-105,-167,9.835137809
2949167,13,22,400104,233,233,0,2,0,452001,4581,-4,-5,-286,13.32113106
2948495,13,8,700064,233,233,0,1,0,700073,4508,-24,-239,-30,13.60464464
3063867,15,2,110018,233,233,1,1,0,122001,4094,-5,-426,-25,13.14430291
3021561,30,2,110018,233,233,1,1,0,500006,4540,-16,-72,-125,16.43151452
2820038,13,21,110015,233,233,0,1,0,110002,4580,-2,-2,-654,13.35472454
2847877,13,21,110015,233,233,0,1,0,110051,4580,-6,-2,-304,12.96208885
2865079,13,21,110015,233,233,0,2,0,202002,4580,-7,-2,-100,14.28323031
2900423,13,21,110015,233,233,1,1,0,302021,4580,-12,-309,-72,14.35019841
2990737,13,26,560066,233,233,0,1,0,560066,5001,-4,-43,-325,10.17387035
2990737,13,26,560066,233,233,0,1,0,560066,5001,-4,-292,-325,10.54736281
3029858,10,25,560037,233,233,1,1,0,560064,4460,0,-297,-204,11.55477206
2991326,13,22,400104,233,233,0,2,0,389330,4581,-10,-2,-129,12.54594941
3044525,13,22,400104,233,233,0,2,0,440022,4581,-3,-2,-167,12.05035018
3059193,15,2,110018,233,233,0,1,0,110096,4550,-5,0,-363,11.01336211
2983302,9,23,400001,233,245,0,2,0,395006,4398,-4,0,-81,12.49834628
2873245,32,6,160059,233,233,0,2,0,160019,4673,-32,0,-60,16.45701737
2837265,13,22,400104,233,233,0,2,0,440009,4581,-1,-1,-337,14.35229084
2844359,10,5,380009,233,233,0,1,0,380051,4422,-6,-117,-173,13.57714109
2893370,13,2,110018,233,233,1,1,0,110075,4147,-2,-92,-278,14.05235048
3050376,12,1,400059,233,233,0,1,0,380051,4018,-11,0,-102,12.945514
2983420,4,3,560011,233,245,0,2,0,570016,4468,-3,-164,-88,12.1473708
2973415,13,21,110015,233,233,0,3,0,143001,4580,-4,-13,-240,13.60042108
2941814,15,10,226010,233,233,0,2,0,243001,4547,-4,-257,-31,13.54719766
3048230,13,21,110015,308,233,0,1,0,110030,4580,-4,-2,-589,10.44330096
2940204,4,8,700064,233,233,0,1,0,711101,4499,-4,345,-318,11.24131129
2822818,13,8,700064,233,233,0,1,0,700001,4508,-2,-82,-550,14.14635598
2838596,13,21,110015,233,233,0,1,0,201301,4580,-9,-8,-221,13.81505508
2848163,10,12,302006,233,233,0,1,0,302012,4407,-12,-72,-221,13.75891369
2879698,15,6,160059,233,233,1,2,0,160030,4549,-2,-376,-75,14.16154043
2931443,18,1,400059,233,233,0,1,0,110039,4011,-4,-2,-224,12.73881342
2978646,15,4,600024,233,233,0,2,0,620001,4492,-6,-1,-136,13.48317523
2977403,0,2,110018,308,233,0,1,0,110051,4091,-7,-53,-326,11.63386117
3017262,15,12,302006,233,233,0,1,0,302022,4453,-2,-2,-100,11.64950444
3042076,13,22,400104,233,233,0,1,0,380006,4581,-4,-2,-296,10.83557659
3008475,15,2,110018,233,233,0,2,0,131001,4550,-13,-46,-58,12.86155961
3050330,10,27,110034,233,233,1,1,0,110029,4388,-7,-7,-32,10.9713694
3038213,10,27,110034,233,245,0,1,0,110025,4388,-10,0,-117,11.19139217
2920840,32,1,400059,233,233,0,1,0,400051,4581,-8,-1,-83,14.47999718
2969023,1,24,110092,233,233,0,1,0,110072,4150,-3,-20,-45,11.60105119
2961591,12,2,110018,233,233,0,1,0,110067,4092,-5,-1,-310,13.42918389
3059009,13,6,160059,233,233,0,2,0,160019,4441,-6,-5,-187,12.10003654
2883293,13,4,600024,233,233,0,2,0,607402,4490,-3,-2,-95,14.04879985
2934920,13,7,500004,233,233,0,2,0,530017,4403,-4,-2,-138,13.97031865
2990164,13,22,400104,308,233,0,1,0,400083,4581,-4,-296,-240,11.4871653
2990164,13,22,400104,308,233,0,1,0,400083,4581,-4,-4,-240,11.04917414
3031453,10,27,110034,233,233,0,2,0,131021,4388,-3,-7,-95,12.14709723
3030208,10,25,560037,201,233,0,0,0,683543,4460,-12,-26,-308,11.92979553
2924766,10,2,110018,233,233,1,1,0,110075,4388,-4,-161,-65,12.49409597
2930751,13,22,400104,233,233,0,1,0,400098,4581,-4,-10,-70,12.0363563
3012230,10,8,700064,233,233,0,1,0,700072,4499,-3,-147,-212,11.65808023
3003946,10,6,160059,233,233,1,3,0,141002,4437,-8,-4,-40,13.15779588
2962440,5,1,400059,233,245,0,2,0,394210,4015,-9,-251,-47,14.31831194
2943050,4,4,600024,233,233,1,1,0,600118,4488,-4,-489,-133,12.19775536
2994280,32,26,560066,308,233,0,1,0,560037,5001,-2,-3,-291,11.62978819
3025655,13,22,400104,233,233,0,2,0,384002,4581,-4,-4,-276,11.97685774
2856203,15,6,160059,233,233,1,2,0,160103,4549,-3,-15,-25,13.88378199
2898673,13,2,110018,233,233,0,1,0,110085,4147,-4,-2,-241,13.92414588
2906662,10,2,110018,308,233,0,1,0,122001,4388,-8,-11,-219,12.39638403
2939509,13,7,500004,233,233,0,1,0,500084,4403,-4,-3,-291,12.87464956
3009705,13,21,110015,233,233,1,2,0,180012,4580,-3,-37,-39,12.3642633
2860907,13,21,110015,233,233,0,1,0,110034,4580,-2,-1,-222,12.57389512
2865502,21,21,110015,233,233,0,0,0,0,4580,-2,-4,-243,11.68810902
2865502,21,21,110015,233,233,0,1,0,110025,4580,-2,-4,-243,13.44211076
2865502,13,21,110015,233,233,0,1,0,110025,4580,-2,-43,-243,12.60286415
2865502,13,21,110015,233,233,0,0,0,0,4580,-2,-43,-243,10.84886241
2884038,10,12,302006,233,233,1,1,0,302001,4453,-3,-205,-145,12.92462511
2926865,15,3,560011,233,233,1,1,0,560097,4469,-5,-261,-81,13.31120897
3024359,10,27,110034,308,233,1,1,0,110051,4388,-7,-428,-45,11.43602086
3044401,15,2,110018,233,233,0,2,0,124001,4550,-2,-148,-34,12.05449339
3000644,13,21,110015,233,233,0,2,0,131028,4580,-12,152,-142,12.30899885
3065947,13,22,400104,233,233,0,2,0,431601,4581,-2,-4,-260,11.78405562
2827514,13,21,110015,233,245,0,1,0,110070,4580,-4,-3,-265,12.95968301
2991249,1,24,110092,233,245,0,1,0,110086,4150,-7,-2,-336,11.63131478
2869637,13,21,110015,233,233,0,2,0,248007,4580,-3,-189,-51,14.63336726
2840650,15,1,400059,0,0,0,1,0,400053,4545,-3,-2,-78,16.83923873
2883620,15,11,641012,233,233,1,1,0,641035,4492,-3,-293,-19,13.66400234
3063850,13,7,500004,233,233,0,1,0,500079,4403,-11,-2,-334,11.86554013
2886273,13,17,800001,233,233,0,1,0,800013,4538,-2,-2,-207,13.02917271
3019633,10,25,560037,233,233,0,1,0,560068,4460,-5,-116,-37,11.495019
3054023,15,5,380009,233,233,1,1,0,380055,4546,-6,-3,-40,11.10543671
2883881,15,6,160059,233,233,0,3,0,143001,4549,-3,-341,-33,14.89871711
2945175,13,21,110015,233,233,0,2,0,132103,4580,-6,-3,-121,12.86725868
2921054,13,21,110015,233,233,0,2,0,342001,4580,-4,-2,-215,14.65439597
2830791,13,7,500004,233,233,0,3,0,507115,4403,-8,-6,-127,16.06240781
2951098,32,12,302006,233,233,0,2,0,313001,4668,-8,-2,-16,14.70163354
3025629,13,7,500004,233,233,0,1,0,500016,4403,-8,-1,-92,11.9583605
3058004,13,21,110015,308,233,0,1,0,122018,4580,-7,-3,-178,10.24485136
2894422,13,3,560011,233,245,0,1,0,560037,4467,-3,-19,-362,13.10830578
2901320,15,3,560011,233,245,0,1,0,560008,4461,-3,-3,-323,13.22573969
2843754,6,1,400059,233,233,0,1,0,400004,4019,-4,-3,-357,14.5555112
2843203,10,1,400059,233,233,1,1,0,400612,4398,-6,-282,-236,13.9991836
2859463,12,2,110018,233,233,0,1,0,121003,4092,-5,-16,-356,14.68262212
2886084,5,1,400059,233,233,0,1,0,401303,4015,-4,0,-363,14.00589216
2866387,13,21,110015,233,233,0,2,0,334001,4580,-11,-6,-177,15.48591328
2907324,13,21,110015,233,233,0,1,0,302012,4580,-8,-4,-364,13.86424236
2889057,13,6,160059,233,233,0,2,0,160047,4673,-16,-5,-359,13.66654338
2933663,15,2,110018,308,233,1,1,0,122003,4091,-14,-106,-153,14.1427174
2973581,13,22,400104,233,233,0,1,0,400604,4581,-8,-2,-566,12.12423086
3029501,10,27,110034,233,233,1,2,0,342008,4388,-9,0,-322,14.15323897
2899996,10,3,560011,233,245,0,1,0,560066,4460,-3,0,-33,12.45501976
2855179,15,2,110018,233,233,0,1,0,110093,4094,-5,-7,-77,14.74950305
3030476,13,7,500004,233,233,0,2,0,520002,4403,-5,-49,-219,13.03166164
2938992,13,21,110015,233,233,0,3,0,141003,4580,-7,-2,-150,14.01138652
3073790,13,21,110015,233,233,0,1,0,110062,4580,-3,-7,-173,10.26628532
2900218,13,21,110015,201,233,0,4,0,124146,4580,-4,-2,-360,15.47862039
2930437,13,21,110015,233,233,0,2,0,136038,4580,-5,-3,-218,13.08669341
3023784,10,27,110034,233,233,1,1,0,121005,4388,-10,-61,-200,11.68830978
2860965,10,2,110018,233,233,1,2,0,135003,4388,-9,-150,-300,14.71013628
2928767,13,21,110015,233,245,0,1,0,110001,4580,-9,-319,-348,12.61801959
2840328,15,2,110018,233,233,0,1,0,110024,4091,-11,-2,-318,15.37246412
2821067,9,12,302006,233,233,0,2,0,313001,4407,-2,0,-50,14.27584671
2850925,10,6,160059,233,233,1,3,0,141001,4437,-5,-119,-293,15.06042827
2867878,13,17,800001,233,233,0,2,0,848101,4538,-5,-324,-40,15.01851995
3058072,4,3,560011,233,245,1,1,0,560079,5146,-4,-221,-39,7.848726368
2824553,10,3,560011,233,233,1,1,0,560076,4667,-3,-1,-36,12.60540025
2969868,13,21,110015,233,233,0,1,0,110088,4580,-3,-28,-684,11.82691576
2958112,13,21,110015,233,233,0,1,0,110009,4580,-6,-4,-164,11.65319942
2873570,10,7,500004,233,233,1,1,0,500003,4474,-31,-18,-243,14.19444921
2975939,15,2,110018,233,233,0,1,0,110051,4550,-2,0,-84,11.57093492
2953045,13,22,400104,233,233,0,1,0,411014,4581,-6,-2,-309,12.13615095
3001266,10,6,160059,233,233,0,2,0,125055,4437,-3,-5,-178,12.00911084
3003981,13,17,800001,233,233,0,3,0,834004,4538,-5,-3,-321,14.10929103
3060416,13,22,400104,233,233,0,1,0,400071,4581,-5,-3,-215,10.76712027
3043846,15,2,110018,233,233,1,1,0,121003,4550,-7,-438,-30,11.74900126
3047010,13,26,560066,233,233,0,1,0,600125,5001,-9,-11,-312,10.02227003
3007440,13,22,400104,233,233,0,1,0,411001,4581,-18,-4,-266,12.05508106
2822700,13,21,110015,233,233,0,3,0,122050,4580,-2,-8,-138,14.91516586
2822700,1,21,110015,233,233,0,3,0,122050,4580,-2,-625,-138,14.49402902
2949641,13,21,110015,201,233,0,0,0,250341,4580,-3,-3,-488,12.14167844
3012071,1,7,500004,233,233,1,1,0,500042,4479,-4,-31,-20,10.27922776
3085603,13,7,500004,233,233,0,1,0,500038,4403,-4,-2,-124,11.14888659
2836788,13,21,110015,233,233,0,2,0,140413,4580,-3,-5,-342,14.14949247
3048394,13,22,400104,233,233,0,2,0,390002,4581,-6,-4,-186,11.79377377
2944456,13,4,600024,233,233,0,1,0,600016,4490,-2,-1,-329,12.51547648
3059906,9,23,400001,233,233,0,2,0,390001,4398,-3,0,-54,11.66484949
3047377,13,26,560066,233,233,1,1,0,560068,5001,-10,-42,-31,9.596014131
3083483,13,17,800001,233,233,0,1,0,800013,4410,-3,-4,-680,11.77178633
2854424,13,22,400104,233,245,0,2,0,363641,4581,-10,-4,-489,14.02680945
2865597,13,22,400104,233,233,0,2,0,440016,4581,-4,-2,-208,14.08074224
2919883,13,7,500004,233,233,0,1,0,500025,4403,-4,-1,-261,13.06234328
2996026,32,6,160059,233,233,0,3,0,171006,4441,-7,-704,-222,17.06640692
2996026,32,6,160059,233,233,0,3,0,171006,4441,-7,-320,-222,16.49041855
2833279,10,8,700064,233,233,0,1,0,700029,4499,-3,-10,-213,13.40683147
2897790,15,2,110018,233,233,1,1,0,122004,4091,-4,-249,-35,14.66583081
3014467,10,17,800001,201,233,0,4,0,845412,4370,-4,0,-195,15.36989293
3046243,10,23,400001,233,233,0,1,0,400606,4398,-4,-9,-331,11.33167077
2983287,9,12,302006,233,233,0,2,0,313001,4407,-2,-1,-135,12.57181545
2822733,4,2,110018,233,233,1,1,0,122009,4148,-5,-45,-78,13.80852116
2831678,13,3,560011,233,233,0,1,0,560041,4467,-5,-3,-291,13.91086323
2841076,13,21,110015,233,233,0,1,0,302018,4668,-3,-21,-408,14.0890247
2839341,10,5,380009,233,233,0,1,0,380007,4422,-5,-5,-60,13.3311526
2879653,13,2,110018,233,233,0,1,0,110012,4147,-5,-1,-268,14.19586252
2854025,10,6,160059,233,233,0,3,0,136026,4437,-4,-1,-214,14.70944214
2928931,10,2,110018,233,233,0,1,0,110034,4388,-4,0,-299,12.39004687
2928756,13,8,700064,201,233,0,0,0,757037,4508,-5,-2,-360,12.5297025
2949050,10,7,500004,233,233,1,1,0,500049,4474,-6,-2,-32,12.05243188
2930141,1,24,110092,233,233,1,1,0,110044,4150,-8,-1,-33,12.21123618
2951962,10,10,226010,233,233,1,2,0,282006,4425,-2,-127,-46,13.34539116
2941785,15,12,302006,233,233,1,1,0,302018,4453,-7,-117,-40,12.82336743
2953241,10,2,110018,233,233,1,1,0,110096,4388,-11,-469,-37,12.94054811
3000314,10,2,110018,233,233,1,1,0,110034,4388,-1,-226,-17,11.59364475
3035314,15,12,302006,233,233,0,1,0,302025,4453,-6,-1,-146,11.66746157
3039486,13,8,700064,0,233,0,2,0,734007,4508,-4,-4,-274,14.16725804
3039486,13,8,700064,233,233,0,2,0,734007,4508,-4,-4,-274,12.73638598
3079909,10,23,400001,233,233,0,3,0,474005,4398,-2,-55,-24,13.13544907
3063578,10,27,110034,0,233,0,1,0,110088,4388,-11,-1,-335,12.66652985
3063578,10,27,110034,233,233,0,1,0,110088,4388,-11,-1,-335,11.23565779
2990169,10,10,226010,233,233,0,2,0,282007,4425,-3,-3,-9,12.76161695
2897728,2,1,400059,233,233,1,1,0,500007,4478,-1,-132,-36,12.32974717
2985794,10,6,160059,233,233,0,3,0,141003,4437,-5,-2,-86,13.25536353
2965604,32,10,226010,233,233,0,2,0,229001,4393,-6,-65,-26,15.47141055
2950459,13,7,500004,233,233,0,1,0,500082,4403,-6,-63,-271,12.92016301
2994724,10,23,400001,233,233,0,2,0,440014,4398,-4,-1,-98,12.93715483
3007626,10,23,400001,233,233,0,2,0,422003,4398,-8,-6,-363,13.05688563
2825840,13,4,600024,233,233,1,1,0,600014,4490,-3,-11,-24,13.63276302
2891390,15,12,302006,233,233,0,2,0,342001,4453,-4,-4,-312,14.51987739
3013538,13,21,110015,233,233,0,2,0,313001,4580,-3,-238,-67,13.62596224
2841088,13,7,500004,233,233,0,1,0,500072,4403,-4,-1,-251,13.91525809
2900538,28,7,500004,233,233,1,1,0,500072,4479,-3,-137,-34,14.65160155
3045160,5,17,800001,233,233,0,1,0,800020,4370,-3,-14,-261,11.13496224
3045160,10,17,800001,233,233,0,1,0,800020,4370,-3,-3,-261,11.67955347
3089818,13,7,500004,233,233,0,1,0,500072,4403,-2,-1,-365,11.19707102
2832781,10,9,411016,233,233,0,1,0,411028,4021,-4,342,-294,14.55041368
2847689,28,2,110018,233,233,1,1,0,110029,4150,-5,28,-269,16.17155452
2842951,13,7,500004,233,233,0,1,0,500037,4403,-7,0,-570,14.27509243
2862975,13,7,500004,233,233,0,3,0,505001,4403,-5,-3,-264,15.66092289
2833133,13,22,400104,233,233,0,3,0,363351,4581,-5,-2,-228,14.8772499
2885025,1,7,500004,233,233,0,2,0,520013,4479,-4,0,-59,12.74445282
2922494,13,22,400104,233,233,0,1,0,400013,4581,-4,-3,-224,12.23421691
2906583,13,22,400104,233,233,0,3,0,425201,4581,-4,-1,-90,14.37682315
2898052,10,2,110018,233,233,1,1,0,110025,4388,-14,-5,-16,12.96616351
2941800,13,26,560066,233,233,0,0,0,0,5001,-17,-6,-348,6.195862795
2897824,15,6,160059,233,233,0,2,0,134109,4549,-24,0,-170,14.2807002
3015248,15,2,110018,233,233,1,1,0,110090,4550,-2,-287,-225,11.67868673
3041559,10,23,400001,233,233,0,1,0,411014,4398,-3,0,-101,11.22309638
3045753,13,22,400104,233,233,0,1,0,400607,4581,-4,-307,-284,11.39512958
3065592,10,27,110034,233,233,1,1,0,201304,4388,-1,-283,-56,11.63679773
3016942,10,27,110034,233,245,1,1,0,110018,4388,-16,-1,-70,11.65770336
2861733,13,8,700064,233,233,0,1,0,700034,4508,-9,-4,-344,13.76256887
3067719,15,6,160059,233,233,1,2,0,147001,4549,-2,0,-38,11.42038742
